ann_return,ann_vol,sharpe,max_drawdown,calmar,cvar_5,hit_rate,avg_weekly_turnover,annual_turnover,avg_max_weight,avg_effective_n,avg_hhi,weight_instability,allocation_instability,psr_zero,psr_selection,observations,method_name,category,engine,expected_return_key,covariance_method,description,subperiod_sharpe_range,instability_flag,rank_sharpe,rank_drawdown,rank_cvar,rank_turnover,rank_diversification,rank_stability,rank_concentration,robustness_score
0.05040517691702617,0.06376416059120343,0.7904938518704472,-0.12718042361897952,0.39632810996160306,-0.02214902526962293,0.5585585585585585,0.056285295000498406,2.9268353400259173,0.48417419250679894,4.227778710547336,0.3463451688001021,0.11246917505504997,0.04566077950221567,0.9997928123653168,0.9718402210032715,1110,max_diversification,risk_based,max_diversification,n/a,ledoit_wolf,Diversification-ratio allocator following the maximum-diversification literature.,0.43733507311751585,True,0.9090909090909091,0.7272727272727273,0.7272727272727273,0.6363636363636364,0.8181818181818182,0.45454545454545453,0.45454545454545453,0.7272727272727272
0.05057995604178389,0.06368868753896327,0.7941748840536279,-0.12220885373118973,0.4138812737172008,-0.0223336633997956,0.563963963963964,0.056377111459350676,2.931609795886235,0.491393947958945,4.064742200822975,0.35377962294078136,0.11265264253769353,0.0466765732345927,0.9998094113998796,0.9732327241986666,1110,hrp,hierarchical,hrp,n/a,sample,Hierarchical Risk Parity using correlation clustering and recursive bisection.,0.43795142875297244,True,1.0,0.8181818181818182,0.6363636363636364,0.45454545454545453,0.5454545454545454,0.36363636363636365,0.36363636363636365,0.6863636363636365
0.04978428099511811,0.06508788319439114,0.7648778628494128,-0.13761309315161896,0.36176994394179435,-0.022644235730995325,0.5576576576576576,0.056061441164731274,2.9151949405660265,0.4838829048841639,4.198131378019028,0.3447375233918679,0.11202187072376033,0.04255015028597473,0.9996925131380537,0.9642841071961403,1110,inverse_vol,baseline,inverse_vol,n/a,sample,Inverse-volatility allocation across sleeves.,0.41193926509743173,True,0.8181818181818182,0.45454545454545453,0.45454545454545453,0.7272727272727273,0.7272727272727273,0.8181818181818182,0.5454545454545454,0.6545454545454544
0.046832667803445194,0.06135390627637701,0.7633200662477965,-0.11874380705335219,0.3944009289040484,-0.021626671594067996,0.5558558558558558,0.05637302274197993,2.9313971825829563,0.5086275361357857,3.7708098547135327,0.3793060128713665,0.11264447247001036,0.04944103619400301,0.9996847968846931,0.9637513900178344,1110,cvar_min,tail_risk_extension,cvar,n/a,sample,CVaR-minimizing allocator using trailing sleeve return scenarios.,0.5637882082458077,True,0.6363636363636364,1.0,1.0,0.5454545454545454,0.2727272727272727,0.09090909090909091,0.18181818181818182,0.6363636363636362
0.050568664671926555,0.06614746530398878,0.7644837854259731,-0.13531599437110253,0.37370796340041357,-0.02280413374570444,0.5531531531531532,0.056866652876831084,2.9570659495952163,0.47786120081323863,4.299256892495948,0.33830860319369804,0.11363084331604625,0.04504379197154019,0.9996835570134134,0.9636663304621996,1110,herc,hierarchical,herc,n/a,sample,Hierarchical Equal Risk Contribution via cluster-level ERC and intra-cluster inverse vol.,0.3803924595161746,True,0.7272727272727273,0.5454545454545454,0.36363636363636365,0.36363636363636365,0.9090909090909091,1.0,0.8181818181818182,0.6318181818181818
0.0507097128503915,0.06657638583491615,0.761677165476241,-0.1432882162222594,0.353900091628846,-0.02294234958134122,0.5558558558558558,0.05596913339555568,2.9103949365688955,0.47566640449943465,4.342071551002173,0.33555722143899236,0.11183742150571396,0.04178618634457645,0.999671461781628,0.9628441508568578,1110,equal_weight,baseline,equal_weight,n/a,sample,Equal allocation across the core Layer 2 sleeves.,0.403736795476185,True,0.5454545454545454,0.2727272727272727,0.2727272727272727,0.8181818181818182,1.0,0.9090909090909091,1.0,0.5954545454545455
0.049318240065083785,0.0649327223909518,0.7595282971218246,-0.13813950545801423,0.3570176388105968,-0.022579980146533455,0.5576576576576576,0.053018569055526564,2.7569655908873814,0.48350757176262693,4.166863948896615,0.3450192414160903,0.10594160915779992,0.04176622674215262,0.9996648627482609,0.9624012269946953,1110,erc_risk_parity,risk_based,erc,n/a,ledoit_wolf,Long-only equal risk contribution allocation.,0.41627096721327816,True,0.45454545454545453,0.36363636363636365,0.5454545454545454,1.0,0.6363636363636364,0.6363636363636364,0.6363636363636364,0.5772727272727274
0.04536853877517544,0.061680989066240234,0.7355352023692975,-0.12781281360757923,0.3549608016178208,-0.021837673547558972,0.554954954954955,0.05444763568223184,2.831277055476056,0.5021694523851862,3.7264575263770565,0.37144063476231387,0.10879716751638759,0.04195848492483298,0.9995043631668342,0.9526185608020314,1110,min_variance,classical_optimization,min_variance,n/a,ledoit_wolf,Long-only minimum variance with shrinkage covariance and turnover smoothing.,0.42249731610484564,True,0.36363636363636365,0.6363636363636364,0.8181818181818182,0.9090909090909091,0.18181818181818182,0.5454545454545454,0.2727272727272727,0.5636363636363637
0.04429855475976385,0.060819248866786725,0.7283640555441849,-0.12217828079074666,0.36257307332416533,-0.021668264827952477,0.5531531531531532,0.05696998214062113,2.9624390713122986,0.512007817774528,3.5561358048974765,0.38536915872385175,0.11383731566477266,0.042070921005474896,0.999466519029079,0.9505333360302131,1110,black_litterman_regime,classical_optimization,black_litterman,regime_signal,ledoit_wolf,Practical sleeve-level Black-Litterman using equal-weight prior and relative regime-aware views.,0.4570132280843211,True,0.2727272727272727,0.9090909090909091,0.9090909090909091,0.2727272727272727,0.09090909090909091,0.18181818181818182,0.09090909090909091,0.45909090909090905
0.04915663158877104,0.06945303696303787,0.7077679211483819,-0.14635402365366446,0.33587482162496896,-0.024054473915985298,0.5486486486486486,0.06110787082527563,3.1776092829143328,0.47725875214656577,3.9757862459481323,0.344918564139053,0.122105637378794,0.04987271800845121,0.9993069923217593,0.9424118431699464,1110,mvo_ic,classical_optimization,mvo,ic_signal,ledoit_wolf,Long-only mean-variance allocator using shrunk IC-weighted sleeve conviction inputs.,0.4443597791414101,True,0.18181818181818182,0.18181818181818182,0.18181818181818182,0.18181818181818182,0.45454545454545453,0.2727272727272727,0.9090909090909091,0.2545454545454546
0.048815503747591915,0.0720715732959217,0.6773198019024544,-0.15556593180892597,0.31379302126091213,-0.025322528991588995,0.5513513513513514,0.06354796803524808,3.3044943378329,0.48109149345702384,3.880523975565007,0.3525199064926714,0.1269814352271894,0.07536182206344913,0.9990036401645539,0.9290991821373065,1110,max_sharpe_ic,classical_optimization,max_sharpe,ic_signal,ledoit_wolf,Constrained tangency-style allocator using shrunk IC-based expected returns.,0.4144783072160012,True,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.36363636363636365,0.7272727272727273,0.7272727272727273,0.21363636363636368
